椭圆 长轴[0, 1], 短轴[-0.25, 0.25]
1.000000000000000000e+00 0.000000000000000000e+00
9.989933382359421632e-01 1.585597991414112659e-02
9.959774064153976703e-01 3.164811339343731600e-02
9.909643486313532978e-01 4.731281109010255365e-02
9.839743506981781795e-01 6.278699679526980604e-02
9.750355588704726628e-01 7.800836142462178047e-02
9.641839665080362831e-01 9.291561391508189327e-02
9.514632691433105860e-01 1.074487280222929109e-01
9.369246885348925247e-01 1.215491840251171768e-01
9.206267664155906028e-01 1.351602043638993889e-01
9.026351287655293154e-01 1.482269822636601009e-01
8.830222215594889512e-01 1.606969024216348130e-01
8.618670190525350439e-01 1.725197528705280092e-01
8.392547057785660902e-01 1.836479271643833289e-01
8.152763335422612556e-01 1.940366160729392053e-01
7.900284547855991324e-01 2.036439880125839319e-01
7.636127338052511870e-01 2.124313574873785970e-01
7.361355373863414098e-01 2.203633408618955181e-01
7.077075065009432731e-01 2.274079988386295825e-01
6.784431107959358886e-01 2.335369650662766638e-01
6.484601876641374885e-01 2.387255603610184684e-01
6.178794677547136960e-01 2.429528920808854131e-01
5.868240888334652627e-01 2.462019382530520051e-01
5.554190999505055348e-01 2.484596161153135307e-01
5.237909579118711356e-01 2.497168347957519907e-01
4.920670180825960083e-01 2.499685319184687671e-01
4.603750215716057026e-01 2.492136939879855961e-01
4.288425808633573588e-01 2.474553604702331711e-01
3.975966659674046166e-01 2.447006115536946858e-01
3.667630931549824558e-01 2.409605396399855104e-01
3.364660183412891969e-01 2.362502046786671139e-01
3.068274371534356337e-01 2.305885735261453406e-01
2.779666936971129099e-01 2.239984435728339662e-01
2.499999999999998890e-01 2.165063509461096214e-01
2.230399680669448714e-01 2.081424636586928500e-01
1.971951564311665850e-01 1.989404601327079969e-01
1.725696330273575052e-01 1.889373935885645672e-01
1.492625561468393092e-01 1.781735428447156766e-01
1.273677751621226650e-01 1.666922501290729330e-01
1.069734526286062470e-01 1.545397465551512639e-01
8.816170928508365590e-02 1.417649659656927130e-01
7.100829338251146705e-02 1.284193478933515764e-01
5.558227567253831714e-02 1.145566304318526296e-01
4.194577128396520527e-02 1.002326338516534021e-01
3.015368960704584156e-02 8.550503583141721986e-02
2.025351319275131567e-02 7.043313921035741776e-02
1.228510655729647683e-02 5.507763319663520202e-02
6.280555661802855738e-03 3.950034899333747240e-02
2.264038713457705576e-03 2.376401082604560899e-02
2.517288084074587040e-04 7.931983374516914098e-03
2.517288084074587040e-04 -7.931983374516964405e-03
2.264038713457705576e-03 -2.376401082604565757e-02
6.280555661802855738e-03 -3.950034899333752098e-02
1.228510655729647683e-02 -5.507763319663513957e-02
2.025351319275131567e-02 -7.043313921035745939e-02
3.015368960704578605e-02 -8.550503583141716435e-02
4.194577128396520527e-02 -1.002326338516534437e-01
5.558227567253826162e-02 -1.145566304318525741e-01
7.100829338251152256e-02 -1.284193478933516042e-01
8.816170928508360038e-02 -1.417649659656926575e-01
1.069734526286063026e-01 -1.545397465551513194e-01
1.273677751621226095e-01 -1.666922501290728775e-01
1.492625561468393647e-01 -1.781735428447157321e-01
1.725696330273573942e-01 -1.889373935885645395e-01
1.971951564311666960e-01 -1.989404601327080246e-01
2.230399680669447604e-01 -2.081424636586928223e-01
2.500000000000002220e-01 -2.165063509461097047e-01
2.779666936971130209e-01 -2.239984435728339940e-01
3.068274371534356337e-01 -2.305885735261453406e-01
3.364660183412890859e-01 -2.362502046786670862e-01
3.667630931549826778e-01 -2.409605396399855382e-01
3.975966659674047277e-01 -2.447006115536946858e-01
4.288425808633573588e-01 -2.474553604702331711e-01
4.603750215716055916e-01 -2.492136939879855684e-01
4.920670180825961748e-01 -2.499685319184687671e-01
5.237909579118711356e-01 -2.497168347957519907e-01
5.554190999505054238e-01 -2.484596161153135307e-01
5.868240888334650407e-01 -2.462019382530520328e-01
6.178794677547136960e-01 -2.429528920808854131e-01
6.484601876641374885e-01 -2.387255603610184684e-01
6.784431107959358886e-01 -2.335369650662766916e-01
7.077075065009433841e-01 -2.274079988386295548e-01
7.361355373863414098e-01 -2.203633408618954903e-01
7.636127338052511870e-01 -2.124313574873785970e-01
7.900284547855989103e-01 -2.036439880125839597e-01
8.152763335422614777e-01 -1.940366160729391498e-01
8.392547057785662012e-01 -1.836479271643833011e-01
8.618670190525350439e-01 -1.725197528705280092e-01
8.830222215594889512e-01 -1.606969024216348962e-01
9.026351287655294264e-01 -1.482269822636600454e-01
9.206267664155906028e-01 -1.351602043638993611e-01
9.369246885348925247e-01 -1.215491840251172045e-01
9.514632691433104750e-01 -1.074487280222929803e-01
9.641839665080362831e-01 -9.291561391508181000e-02
9.750355588704726628e-01 -7.800836142462176659e-02
9.839743506981781795e-01 -6.278699679526984767e-02
9.909643486313534089e-01 -4.731281109010243568e-02
9.959774064153976703e-01 -3.164811339343726049e-02
9.989933382359421632e-01 -1.585597991414113006e-02
1.000000000000000000e+00 -6.123233995736766036e-17
