-0.5 	-1 	0.5 	36.4404 	9.45633 	3.01263e-19
-0.484375 	-1 	0.5 	36.3983 	9.43998 	3.5231e-20
-0.46875 	-1 	0.5 	36.3568 	9.41537 	-1.68971e-19
-0.453125 	-1 	0.5 	36.3156 	9.39359 	-3.02707e-19
-0.4375 	-1 	0.5 	36.278 	9.37629 	6.04958e-19
-0.421875 	-1 	0.5 	36.2304 	9.34978 	1.74869e-19
-0.40625 	-1 	0.5 	36.1865 	9.32324 	-1.61062e-19
-0.390625 	-1 	0.5 	36.153 	9.29286 	2.02326e-20
-0.375 	-1 	0.5 	36.1229 	9.26231 	4.04103e-20
-0.359375 	-1 	0.5 	36.09 	9.23936 	7.82541e-20
-0.34375 	-1 	0.5 	36.0537 	9.21162 	2.50553e-20
-0.328125 	-1 	0.5 	36.0223 	9.18514 	1.30659e-19
-0.3125 	-1 	0.5 	35.9865 	9.15978 	5.07368e-19
-0.296875 	-1 	0.5 	35.9429 	9.12867 	-2.24781e-19
-0.28125 	-1 	0.5 	35.9032 	9.10359 	-5.53805e-19
-0.265625 	-1 	0.5 	35.8737 	9.06658 	3.57177e-20
-0.25 	-1 	0.5 	35.8392 	9.03044 	4.85045e-19
-0.234375 	-1 	0.5 	35.8034 	8.98856 	3.01865e-19
-0.21875 	-1 	0.5 	35.7677 	8.95261 	2.00972e-19
-0.203125 	-1 	0.5 	35.7357 	8.91166 	2.10495e-19
-0.1875 	-1 	0.5 	35.7053 	8.87358 	4.74313e-19
-0.171875 	-1 	0.5 	35.6704 	8.83522 	8.86945e-19
-0.15625 	-1 	0.5 	35.6365 	8.7961 	6.04448e-19
-0.140625 	-1 	0.5 	35.6084 	8.75716 	1.60069e-19
-0.125 	-1 	0.5 	35.5819 	8.71397 	1.61638e-19
-0.109375 	-1 	0.5 	35.554 	8.6663 	4.24656e-19
-0.09375 	-1 	0.5 	35.5268 	8.61906 	3.98946e-19
-0.078125 	-1 	0.5 	35.5045 	8.58084 	1.0402e-19
-0.0625 	-1 	0.5 	35.4823 	8.5327 	-8.70491e-20
-0.046875 	-1 	0.5 	35.4601 	8.48505 	-2.79316e-19
-0.03125 	-1 	0.5 	35.4312 	8.43658 	-3.48443e-19
-0.015625 	-1 	0.5 	35.4035 	8.38747 	-3.6552e-19
0 	-1 	0.5 	35.3864 	8.32891 	-5.06629e-19
0.015625 	-1 	0.5 	35.3676 	8.27568 	-3.03228e-19
0.03125 	-1 	0.5 	35.3502 	8.22294 	-1.74953e-20
0.046875 	-1 	0.5 	35.3311 	8.17515 	-5.72155e-20
0.0625 	-1 	0.5 	35.3197 	8.1195 	2.78676e-19
0.078125 	-1 	0.5 	35.3085 	8.06523 	5.99058e-19
0.09375 	-1 	0.5 	35.2948 	8.01539 	-3.63445e-19
0.109375 	-1 	0.5 	35.2836 	7.96077 	-1.83919e-19
0.125 	-1 	0.5 	35.2706 	7.89911 	-4.21374e-20
0.140625 	-1 	0.5 	35.2613 	7.84472 	2.06661e-19
0.15625 	-1 	0.5 	35.2616 	7.78079 	1.33899e-18
0.171875 	-1 	0.5 	35.2595 	7.72269 	8.06549e-19
0.1875 	-1 	0.5 	35.2471 	7.6737 	-5.32797e-19
0.203125 	-1 	0.5 	35.2434 	7.61427 	8.24188e-19
