-0.5 	-1 	0.5 	54.7468
-0.484375 	-1 	0.5 	56.3955
-0.46875 	-1 	0.5 	58.2126
-0.453125 	-1 	0.5 	59.9385
-0.4375 	-1 	0.5 	60.9956
-0.421875 	-1 	0.5 	63.238
-0.40625 	-1 	0.5 	65.2633
-0.390625 	-1 	0.5 	66.8246
-0.375 	-1 	0.5 	68.3327
-0.359375 	-1 	0.5 	69.8069
-0.34375 	-1 	0.5 	71.4775
-0.328125 	-1 	0.5 	72.7188
-0.3125 	-1 	0.5 	74.1655
-0.296875 	-1 	0.5 	76.4222
-0.28125 	-1 	0.5 	78.4304
-0.265625 	-1 	0.5 	79.7903
-0.25 	-1 	0.5 	81.7285
-0.234375 	-1 	0.5 	83.1542
-0.21875 	-1 	0.5 	84.4409
-0.203125 	-1 	0.5 	86.3499
-0.1875 	-1 	0.5 	87.6784
-0.171875 	-1 	0.5 	89.3217
-0.15625 	-1 	0.5 	90.9608
-0.140625 	-1 	0.5 	92.4444
-0.125 	-1 	0.5 	93.8131
-0.109375 	-1 	0.5 	95.174
-0.09375 	-1 	0.5 	96.5458
-0.078125 	-1 	0.5 	97.7075
-0.0625 	-1 	0.5 	98.9832
-0.046875 	-1 	0.5 	100.252
-0.03125 	-1 	0.5 	101.94
-0.015625 	-1 	0.5 	103.546
0 	-1 	0.5 	104.632
0.015625 	-1 	0.5 	105.72
0.03125 	-1 	0.5 	106.672
0.046875 	-1 	0.5 	107.95
0.0625 	-1 	0.5 	108.774
0.078125 	-1 	0.5 	109.668
0.09375 	-1 	0.5 	110.674
0.109375 	-1 	0.5 	111.512
0.125 	-1 	0.5 	112.626
0.140625 	-1 	0.5 	113.242
0.15625 	-1 	0.5 	113.801
0.171875 	-1 	0.5 	114.382
0.1875 	-1 	0.5 	115.328
0.203125 	-1 	0.5 	116.171
0.21875 	-1 	0.5 	116.806
0.234375 	-1 	0.5 	117.096
0.25 	-1 	0.5 	116.228
0.265625 	-1 	0.5 	117.009
0.28125 	-1 	0.5 	117.449
0.296875 	-1 	0.5 	118.037
0.3125 	-1 	0.5 	119.534
0.328125 	-1 	0.5 	117.745
0.34375 	-1 	0.5 	118.094
0.359375 	-1 	0.5 	117.78
0.375 	-1 	0.5 	118.745
0.390625 	-1 	0.5 	118.441
0.40625 	-1 	0.5 	117.893
0.421875 	-1 	0.5 	117.587
0.4375 	-1 	0.5 	117.239
0.453125 	-1 	0.5 	117.139
0.46875 	-1 	0.5 	116.741
0.484375 	-1 	0.5 	116.378
0.5 	-1 	0.5 	116.041
0.515625 	-1 	0.5 	115.415
0.53125 	-1 	0.5 	114.691
0.546875 	-1 	0.5 	113.947
0.5625 	-1 	0.5 	113.354
0.578125 	-1 	0.5 	112.522
0.59375 	-1 	0.5 	111.988
0.609375 	-1 	0.5 	110.667
0.625 	-1 	0.5 	110.365
0.640625 	-1 	0.5 	109.738
0.65625 	-1 	0.5 	108.945
0.671875 	-1 	0.5 	107.898
0.6875 	-1 	0.5 	106.852
0.703125 	-1 	0.5 	105.83
0.71875 	-1 	0.5 	104.836
0.734375 	-1 	0.5 	103.842
0.75 	-1 	0.5 	103.004
0.765625 	-1 	0.5 	101.794
0.78125 	-1 	0.5 	100.24
0.796875 	-1 	0.5 	98.9721
0.8125 	-1 	0.5 	98.0884
0.828125 	-1 	0.5 	96.7579
0.84375 	-1 	0.5 	95.5149
0.859375 	-1 	0.5 	94.2287
0.875 	-1 	0.5 	92.865
0.890625 	-1 	0.5 	91.5353
0.90625 	-1 	0.5 	90.3532
0.921875 	-1 	0.5 	89.2332
0.9375 	-1 	0.5 	87.7845
0.953125 	-1 	0.5 	86.6043
0.96875 	-1 	0.5 	85.1777
0.984375 	-1 	0.5 	83.9984
1 	-1 	0.5 	82.9808
1.01562 	-1 	0.5 	81.4418
1.03125 	-1 	0.5 	80.2662
1.04688 	-1 	0.5 	78.8521
1.0625 	-1 	0.5 	77.3296
1.07812 	-1 	0.5 	75.8671
1.09375 	-1 	0.5 	74.5176
1.10938 	-1 	0.5 	73.1812
1.125 	-1 	0.5 	71.853
1.14062 	-1 	0.5 	70.3169
1.15625 	-1 	0.5 	68.7894
1.17188 	-1 	0.5 	67.5835
1.1875 	-1 	0.5 	66.089
1.20312 	-1 	0.5 	64.9521
1.21875 	-1 	0.5 	63.724
1.23438 	-1 	0.5 	62.4716
1.25 	-1 	0.5 	61.1076
1.26562 	-1 	0.5 	59.7993
1.28125 	-1 	0.5 	58.1621
1.29688 	-1 	0.5 	56.8548
1.3125 	-1 	0.5 	55.5478
1.32812 	-1 	0.5 	54.7
1.34375 	-1 	0.5 	53.6748
1.35938 	-1 	0.5 	52.1378
1.375 	-1 	0.5 	50.9402
1.39062 	-1 	0.5 	49.6454
1.40625 	-1 	0.5 	48.4931
1.42188 	-1 	0.5 	47.2321
1.4375 	-1 	0.5 	46.0362
1.45312 	-1 	0.5 	44.9295
1.46875 	-1 	0.5 	43.8779
1.48438 	-1 	0.5 	42.9831
-0.5 	-0.984375 	0.5 	55.0122
-0.484375 	-0.984375 	0.5 	56.652
-0.46875 	-0.984375 	0.5 	58.4092
-0.453125 	-0.984375 	0.5 	60.1354
-0.4375 	-0.984375 	0.5 	61.5268
-0.421875 	-0.984375 	0.5 	63.7396
-0.40625 	-0.984375 	0.5 	65.6088
-0.390625 	-0.984375 	0.5 	67.2206
-0.375 	-0.984375 	0.5 	68.8667
-0.359375 	-0.984375 	0.5 	70.4621
-0.34375 	-0.984375 	0.5 	71.9363
-0.328125 	-0.984375 	0.5 	73.2702
-0.3125 	-0.984375 	0.5 	74.9746
-0.296875 	-0.984375 	0.5 	76.808
-0.28125 	-0.984375 	0.5 	79.0548
-0.265625 	-0.984375 	0.5 	80.7021
-0.25 	-0.984375 	0.5 	82.2997
-0.234375 	-0.984375 	0.5 	83.8973
-0.21875 	-0.984375 	0.5 	85.5281
-0.203125 	-0.984375 	0.5 	87.2216
-0.1875 	-0.984375 	0.5 	88.8829
-0.171875 	-0.984375 	0.5 	90.5252
-0.15625 	-0.984375 	0.5 	92.1662
-0.140625 	-0.984375 	0.5 	93.7268
-0.125 	-0.984375 	0.5 	95.0924
-0.109375 	-0.984375 	0.5 	96.4514
-0.09375 	-0.984375 	0.5 	97.8553
-0.078125 	-0.984375 	0.5 	99.0716
-0.0625 	-0.984375 	0.5 	100.379
-0.046875 	-0.984375 	0.5 	101.932
-0.03125 	-0.984375 	0.5 	103.523
-0.015625 	-0.984375 	0.5 	105.029
0 	-0.984375 	0.5 	106.413
0.015625 	-0.984375 	0.5 	107.594
0.03125 	-0.984375 	0.5 	108.53
0.046875 	-0.984375 	0.5 	109.488
0.0625 	-0.984375 	0.5 	110.409
0.078125 	-0.984375 	0.5 	111.328
0.09375 	-0.984375 	0.5 	112.24
0.109375 	-0.984375 	0.5 	113.298
0.125 	-0.984375 	0.5 	114.496
0.140625 	-0.984375 	0.5 	115.492
0.15625 	-0.984375 	0.5 	116.023
0.171875 	-0.984375 	0.5 	116.565
0.1875 	-0.984375 	0.5 	117.106
0.203125 	-0.984375 	0.5 	117.677
0.21875 	-0.984375 	0.5 	118.25
0.234375 	-0.984375 	0.5 	118.822
0.25 	-0.984375 	0.5 	119.141
0.265625 	-0.984375 	0.5 	119.397
0.28125 	-0.984375 	0.5 	119.764
0.296875 	-0.984375 	0.5 	119.764
0.3125 	-0.984375 	0.5 	120.117
0.328125 	-0.984375 	0.5 	120.077
0.34375 	-0.984375 	0.5 	119.618
0.359375 	-0.984375 	0.5 	120.089
0.375 	-0.984375 	0.5 	120.071
0.390625 	-0.984375 	0.5 	120.346
0.40625 	-0.984375 	0.5 	119.722
0.421875 	-0.984375 	0.5 	119.55
0.4375 	-0.984375 	0.5 	119.248
0.453125 	-0.984375 	0.5 	119.074
0.46875 	-0.984375 	0.5 	118.781
0.484375 	-0.984375 	0.5 	118.407
0.5 	-0.984375 	0.5 	117.95
0.515625 	-0.984375 	0.5 	117.278
0.53125 	-0.984375 	0.5 	116.701
0.546875 	-0.984375 	0.5 	115.961
0.5625 	-0.984375 	0.5 	115.624
0.578125 	-0.984375 	0.5 	114.43
0.59375 	-0.984375 	0.5 	113.597
0.609375 	-0.984375 	0.5 	112.856
0.625 	-0.984375 	0.5 	112.072
0.640625 	-0.984375 	0.5 	111.346
